study,attempt_id,concurrency,pair_index,arm,request_id,stratum,expected,status,finish_reason,output_text,output_token_ids,correct,prompt_tokens,generated_tokens,arrival_to_completion_s,arrival_to_first_token_s,dispatch_to_completion_s,queue_s
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r052,16,VCHNU,SUCCEEDED,eos,VCHNU,"[53, 2149, 3926, 151645]",True,74,4,62.293294768,57.933517505,4.957190867,57.336089505
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r053,64,ZWXIZ,SUCCEEDED,eos,ZWXIZ,"[57, 65376, 2843, 151645]",True,122,4,62.3443033,58.837103326,4.962282631,57.382007896
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r047,256,PJOYO,SUCCEEDED,eos,PJOYO,"[47, 26145, 56644, 151645]",True,314,4,62.920412343,60.964225798,4.967196854,57.95318378
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r050,128,WOSYL,SUCCEEDED,eos,WOSYL,"[54, 3126, 55970, 151645]",True,186,4,63.826566339,62.289537394,4.975520837,58.851016287
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r056,16,YMFDO,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,63.826875203,62.914340407,1.519238487,62.307622189
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r057,64,VQTSW,SUCCEEDED,eos,1,"[16, 151645]",False,123,2,65.936766596,63.822697237,3.588422004,62.348324254
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r060,16,VECZP,SUCCEEDED,eos,1,"[16, 151645]",False,75,2,68.611441933,67.705088858,4.764757219,63.846670217
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r054,128,MGUOM,SUCCEEDED,eos,MGUOM,"[31939, 52, 1898, 151645]",True,186,4,69.235606811,67.705329516,5.398684944,63.836907761
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r051,256,KCVQF,SUCCEEDED,eos,KCVQF,"[42, 19589, 48, 37, 151645]",True,315,5,69.235865181,65.927897952,6.305251065,62.930576276
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r061,64,QJXPS,SUCCEEDED,eos,QJXPS,"[48, 41, 55, 5012, 151645]",True,123,5,70.573732424,68.605060262,4.626536622,65.947175434
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r064,16,RVEMJ,SUCCEEDED,eos,RVEMJ,"[35281, 2716, 41, 151645]",True,74,4,72.697816168,69.231583172,4.07584305,68.621954233
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r058,128,CTPCV,SUCCEEDED,eos,water,"[12987, 151645]",False,186,2,72.698157132,70.569902786,3.452250436,69.245879635
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r065,64,DITGO,SUCCEEDED,eos,water,"[12987, 151645]",False,122,2,75.353616621,73.549885353,4.769743197,70.583846364
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r068,16,XVHJR,SUCCEEDED,eos,light,"[4145, 151645]",False,74,2,75.416431679,75.346538305,2.708513293,72.707883551
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r055,256,GHVJB,SUCCEEDED,eos,GHVJB,"[44676, 53, 46107, 151645]",True,314,4,75.417557001,72.693886865,6.151528504,69.266002469
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r062,128,CRGLH,SUCCEEDED,eos,CRGLH,"[8973, 3825, 39, 151645]",True,186,4,78.887383707,75.346736954,6.168908338,72.718452156
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r069,64,RLQYZ,SUCCEEDED,eos,RLQYZ,"[4728, 48, 40209, 151645]",True,122,4,80.294677035,76.268668075,4.930714453,75.363936233
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r072,16,UKDAK,SUCCEEDED,eos,UKDAK,"[24537, 6352, 42, 151645]",True,74,4,80.372628578,78.877037556,4.952379253,75.42021963
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r059,256,JNKYJ,SUCCEEDED,eos,JNKYJ,"[41, 76180, 56, 41, 151645]",True,315,5,81.253191245,78.880842638,5.829641435,75.423509856
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r066,128,BJKFB,SUCCEEDED,eos,BJKFB,"[33, 34070, 16208, 151645]",True,186,4,81.785064054,80.28476453,2.887835007,78.897203409
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r076,16,QQSWN,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,83.903026831,81.780887371,3.493209959,80.409801313
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r073,64,VVZIY,SUCCEEDED,eos,VVZIY,"[53, 53, 57, 40, 56, 151645]",True,124,6,85.823939871,81.242985265,5.500882734,80.323028093
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r063,256,LKWKY,SUCCEEDED,eos,LKWKY,"[92963, 68316, 56, 151645]",True,315,4,85.827195012,83.900018109,4.548985574,81.278174092
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r070,128,HFKSB,SUCCEEDED,eos,HFKSB,"[39, 26998, 16680, 151645]",True,186,4,85.872720993,85.196465141,4.075766698,81.796923117
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r080,16,GYPCG,SUCCEEDED,eos,GYPCG,"[41470, 4872, 38, 151645]",True,75,4,88.805074039,85.764629247,4.892639632,83.912415512
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r077,64,CFXYP,SUCCEEDED,eos,CFXYP,"[34, 16381, 9954, 151645]",True,122,4,90.715440846,88.801548776,4.879982355,85.835415241
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r067,256,ZDZUI,SUCCEEDED,eos,ZDZUI,"[57, 35, 57, 2275, 151645]",True,315,5,90.796355346,88.801622493,4.953385272,85.842889033
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r074,128,WXICZ,SUCCEEDED,eos,WXICZ,"[65376, 1317, 57, 151645]",True,186,4,90.801160989,90.09770591,4.925555224,85.875572594
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r084,16,AMJJP,SUCCEEDED,eos,AMJJP,"[1402, 41, 27188, 151645]",True,74,4,91.660914637,90.656586591,2.84535044,88.815550292
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r081,64,PEXSP,SUCCEEDED,eos,PEXSP,"[47, 3257, 4592, 151645]",True,122,4,95.587231975,91.657268049,4.861862123,90.725326521
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r071,256,FEAQQ,SUCCEEDED,eos,FEAQQ,"[11419, 32, 48026, 151645]",True,314,4,95.67049986,94.969061219,4.857194338,90.813265368
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r078,128,TSYPS,SUCCEEDED,eos,TSYPS,"[9951, 56, 5012, 151645]",True,186,4,95.670762197,94.969081848,4.847088934,90.823646594
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r088,16,COUVU,SUCCEEDED,eos,COUVU,"[8281, 22246, 52, 151645]",True,74,4,96.534248875,95.52791487,4.863096739,91.671136377
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r092,16,FGONC,SUCCEEDED,eos,light,"[4145, 151645]",False,74,2,100.456107876,100.392451715,3.911368482,96.54472664
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r085,64,ILVDQ,SUCCEEDED,eos,ILVDQ,"[1715, 12474, 48, 151645]",True,122,4,100.45934368,96.526424852,4.861840623,95.597473161
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r082,128,BYJNW,SUCCEEDED,eos,BYJNW,"[19912, 41, 69214, 151645]",True,186,4,100.496313749,99.836449685,4.804865121,95.691403905
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r075,256,OTVOA,SUCCEEDED,eos,OTVOA,"[1793, 11169, 32, 151645]",True,314,4,100.497164941,99.836578926,4.816366248,95.680765491
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r096,16,ZXSUK,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,105.177926383,101.84797992,4.712355478,100.465557631
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r089,64,BVYZM,SUCCEEDED,eos,BVYZM,"[59343, 40209, 44, 151645]",True,122,4,105.786452352,101.847910141,5.31794577,100.468485132
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r086,128,XIGSN,SUCCEEDED,eos,XIGSN,"[55, 1914, 18966, 151645]",True,186,4,105.854794403,105.174681722,5.355256521,100.499517313
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r079,256,YPNWV,SUCCEEDED,eos,YPNWV,"[56, 17896, 54, 53, 151645]",True,315,5,106.723425913,105.174654522,6.221193122,100.50220534
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r100,16,IPZZX,SUCCEEDED,eos,IPZZX,"[3298, 33536, 55, 151645]",True,74,4,108.025279636,105.782454531,2.836901776,105.188362672
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r093,64,ZGPFI,SUCCEEDED,eos,water,"[12987, 151645]",False,122,2,108.025528318,106.719929003,2.225292125,105.800211046
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r090,128,QSSZI,SUCCEEDED,eos,QSSZI,"[48, 1220, 57, 40, 151645]",True,187,5,111.639093648,108.022036738,5.781235901,105.857828092
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r083,256,XIIGE,SUCCEEDED,eos,XIIGE,"[83114, 1914, 36, 151645]",True,314,4,111.639358931,110.124759707,4.905257775,106.734080157
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r104,16,HWPJC,SUCCEEDED,eos,HWPJC,"[39, 25674, 58367, 151645]",True,74,4,111.683731849,111.505178844,3.64793242,108.035785694
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r097,64,HJWZP,SUCCEEDED,eos,HJWZP,"[39, 41, 54, 57, 47, 151645]",True,124,6,115.579692422,111.505193331,7.533280056,108.046395886
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r087,256,CTZHH,SUCCEEDED,eos,CTZHH,"[1162, 57, 23180, 151645]",True,314,4,116.561184051,115.011564403,4.905656156,111.655486879
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r094,128,CGBKR,SUCCEEDED,eos,CGBKR,"[34, 5381, 61884, 151645]",True,186,4,116.561450466,115.011734259,4.911792592,111.649636815
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r101,64,KANYJ,SUCCEEDED,eos,KANYJ,"[42, 17293, 41, 151645]",True,122,4,119.993171924,116.557363139,4.404604235,115.588545227
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r091,256,RVVMM,SUCCEEDED,eos,RVVMM,"[35281, 53, 8035, 151645]",True,314,4,120.984965723,119.926157982,4.41244539,116.572497059
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r098,128,VATSQ,SUCCEEDED,eos,VATSQ,"[53, 828, 64308, 151645]",True,185,4,120.985221348,119.926223754,4.403741332,116.581465139
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r108,16,XTIQG,SUCCEEDED,eos,river stone cloud field tree path light water,"[5469, 9798, 9437, 2070, 4916, 1815, 3100, 3015, 151645]",False,75,9,121.021484923,115.573641094,9.334813961,111.686659802
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r105,64,ULFUE,SUCCEEDED,eos,ULFUE,"[1094, 37, 2230, 151645]",True,122,4,124.899820485,120.980831498,4.899828153,119.999966875
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r102,128,KALNF,SUCCEEDED,eos,KALNF,"[42, 969, 38067, 151645]",True,186,4,125.882309518,124.323573846,4.876490434,121.005799648
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r095,256,PNVLL,SUCCEEDED,eos,PNVLL,"[47, 36326, 4086, 151645]",True,314,4,125.885474821,124.323636622,4.890277811,120.995173276
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r112,16,FMXBR,SUCCEEDED,eos,FMXBR,"[25609, 55, 13095, 151645]",True,74,4,125.915213328,124.895816603,4.890955551,121.024236808
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r109,64,GHWDA,SUCCEEDED,eos,GHWDA,"[38, 38252, 6352, 151645]",True,122,4,129.784093715,125.878233001,4.873829949,124.910243699
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r099,256,LRYAF,SUCCEEDED,eos,LRYAF,"[43, 11242, 8276, 151645]",True,314,4,130.757359074,129.225407537,4.851530119,125.905806994
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r106,128,EVTZQ,SUCCEEDED,eos,EVTZQ,"[46010, 90426, 48, 151645]",True,186,4,130.757624156,129.2254417,4.86239296,125.895202042
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r116,16,SFMFR,SUCCEEDED,eos,SFMFR,"[28667, 44, 10504, 151645]",True,74,4,130.796742558,129.780374452,4.874845427,125.921877285
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r113,64,OKANS,SUCCEEDED,eos,OKANS,"[3925, 11692, 151645]",True,121,3,134.13511874,130.753679484,4.340551206,129.794536185
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r103,256,IOXLW,SUCCEEDED,eos,IOXLW,"[3810, 36530, 54, 151645]",True,314,4,135.601136262,134.131318687,4.831631262,130.769480304
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r120,16,FZRWM,SUCCEEDED,eos,FZRWM,"[37, 72830, 15210, 151645]",True,74,4,135.64968908,134.642616402,4.846010019,130.80366235
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r110,128,WRQVH,SUCCEEDED,eos,WRQVH,"[17925, 48, 53, 39, 151645]",True,187,5,135.650436038,134.131302006,4.870281483,130.780132173
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r117,64,LFCDC,SUCCEEDED,eos,LFCDC,"[43, 6754, 5626, 151645]",True,122,4,137.739605746,135.549477241,3.593977642,134.145607696
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r121,64,BQSBI,SUCCEEDED,eos,river,"[5469, 151645]",False,122,2,140.436474194,140.381314255,2.686491871,137.749962045
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r107,256,EFJCI,SUCCEEDED,eos,EFJCI,"[14884, 41, 11237, 151645]",True,314,4,140.436790572,137.735719222,4.828204973,135.608545574
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r114,128,MDBYA,SUCCEEDED,eos,MDBYA,"[56429, 86482, 151645]",True,185,3,140.436840244,139.480294243,4.780471508,135.656308103
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r124,16,PIYZP,SUCCEEDED,eos,PIYZP,"[1893, 40209, 47, 151645]",True,74,4,140.461007946,139.480316214,4.807990019,135.652982441
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r118,128,ZAAHU,SUCCEEDED,eos,water,"[12987, 151645]",False,186,2,144.671391032,144.616131649,4.21566814,140.455688308
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r125,64,BGAEG,SUCCEEDED,eos,BGAEG,"[33, 16128, 9376, 151645]",True,122,4,144.718329369,143.323230477,4.271359867,140.446937062
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r111,256,XPWXR,SUCCEEDED,eos,100,"[16, 15, 15, 151645]",False,314,4,144.719055298,143.323057666,4.266458877,140.452573829
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r115,256,JOUOG,SUCCEEDED,eos,water,"[12987, 151645]",False,314,2,148.079900705,148.035697773,3.355785241,144.724088704
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r122,128,CCTGB,SUCCEEDED,eos,CCTGB,"[34, 1162, 5381, 151645]",True,185,4,148.098812287,145.954493781,3.416974777,144.681792496
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r119,256,CZIOV,SUCCEEDED,eos,CZIOV,"[34, 57, 3810, 53, 151645]",True,314,5,151.561574121,150.153739075,3.472186603,148.089305736
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r126,128,ILFZU,SUCCEEDED,eos,ILFZU,"[1715, 37, 57, 52, 151645]",True,187,5,151.579388062,151.417293499,3.477816486,148.10154683
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r123,256,YQIBG,SUCCEEDED,eos,YQIBG,"[56, 48, 3256, 38, 151645]",True,315,5,153.73843303,153.635552511,2.166387566,151.572011762
legacy-comparison,attempt-2fd2e65f95d44d8eaece2f96086beb53,4,2,baseline,r127,256,JEFQI,SUCCEEDED,eos,JEFQI,"[41, 14884, 48, 40, 151645]",True,315,5,155.902434271,155.805361898,2.161204893,153.741193491
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r000,16,HGNGZ,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,4.700876902,0.535716254,4.700723707,0.000133589
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r001,64,XTHOI,SUCCEEDED,eos,river,"[5469, 151645]",False,122,2,4.714420296,4.697108618,4.713979707,0.000425371
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r002,128,QDHFL,SUCCEEDED,eos,QDHFL,"[48, 51326, 6126, 151645]",True,186,4,6.15958563,4.696844858,6.15884863,0.000712014
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r003,256,QZZJS,SUCCEEDED,eos,QZZJS,"[48, 33536, 12545, 151645]",True,314,4,6.159821318,4.696916792,6.158790572,0.001009036
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r005,64,WXBDB,SUCCEEDED,eos,WXBDB,"[54, 59272, 3506, 151645]",True,122,4,7.551535008,6.148910397,2.823350678,4.728168821
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r004,16,LAHLZ,SUCCEEDED,eos,LAHLZ,"[17845, 13485, 57, 151645]",True,74,4,7.551760407,6.148660533,2.834142938,4.717597973
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r008,16,IZTCR,SUCCEEDED,eos,water,"[12987, 151645]",False,75,2,11.068559613,11.010423512,3.452582984,7.615965999
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r006,128,BTAFD,SUCCEEDED,eos,BTAFD,"[17602, 8276, 35, 151645]",True,186,4,11.073573292,7.539743851,4.874551179,6.198995463
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r007,256,MMDAS,SUCCEEDED,eos,MMDAS,"[44, 6076, 1911, 151645]",True,314,4,11.117361684,9.627346846,4.888346051,6.228990777
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r009,64,DGKXF,SUCCEEDED,eos,DGKXF,"[53725, 42, 66138, 151645]",True,122,4,12.906733371,11.010504623,5.323251211,7.583470608
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r012,16,YMFXH,SUCCEEDED,eos,YMFXH,"[63787, 16381, 39, 151645]",True,74,4,15.984246573,12.903110768,4.905463397,11.078758931
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r010,128,HKBRP,SUCCEEDED,eos,HKBRP,"[57447, 13095, 47, 151645]",True,186,4,15.987611959,12.903218708,4.904540292,11.083048935
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r013,64,GKARI,SUCCEEDED,eos,GKARI,"[38, 42, 16028, 151645]",True,121,4,17.861387502,15.926229735,4.944539691,12.916826592
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r016,16,AOCZP,SUCCEEDED,eos,AOCZP,"[32, 7612, 57, 47, 151645]",True,75,5,18.949259696,17.854082163,2.952287088,15.996939366
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r014,128,QLUQD,SUCCEEDED,eos,QLUQD,"[48, 23236, 48, 35, 151645]",True,187,5,18.951835073,17.854035086,2.951200078,16.000593017
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r017,64,JUSFX,SUCCEEDED,eos,JUSFX,"[41, 2034, 16381, 151645]",True,122,4,19.003028759,18.834686774,1.131673439,17.871338509
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r011,256,IDJOY,SUCCEEDED,eos,1234567890,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 15, 151645]",False,314,11,20.785093956,15.034220371,9.664926657,11.120130931
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r020,16,DOEUG,SUCCEEDED,eos,DOEUG,"[5865, 36, 2941, 151645]",True,73,4,23.834348202,20.781226167,4.876183093,18.958127459
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r021,64,WKQKF,SUCCEEDED,eos,WKQKF,"[68316, 48, 65008, 151645]",True,122,4,23.883720864,21.65898354,4.877654428,19.006044295
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r018,128,FDFQK,SUCCEEDED,eos,FDFQK,"[37, 5262, 48, 42, 151645]",True,187,5,23.884596221,20.781258376,4.919346594,18.965198783
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r015,256,LLCVC,SUCCEEDED,eos,LLVC,"[4086, 11287, 151645]",False,313,3,23.885337508,23.775984699,3.089760216,20.795555591
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r024,16,INWAP,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,28.552990105,24.402961072,4.70957522,23.843399997
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r019,256,RBWAT,SUCCEEDED,eos,water,"[12987, 151645]",False,314,2,28.598187365,28.549114391,4.705217009,23.89295094
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r025,64,LSCEL,SUCCEEDED,eos,LSCEL,"[7268, 41664, 151645]",True,121,3,29.159827294,28.549055872,5.27280802,23.887007873
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r022,128,COJLS,SUCCEEDED,eos,COJLS,"[8281, 41, 7268, 151645]",True,186,4,31.300651976,28.54892537,7.410546966,23.890089581
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r028,16,ASGIR,SUCCEEDED,eos,ASGIR,"[1911, 38, 2801, 151645]",True,74,4,33.467212603,29.152489565,4.904087089,28.563111037
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r029,64,CAMAF,SUCCEEDED,eos,CAMAF,"[48313, 8276, 151645]",True,121,3,33.519424713,32.16866181,4.349110205,29.170280374
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r026,128,LITCI,SUCCEEDED,eos,water,"[12987, 151645]",False,186,2,33.52273208,33.464174396,2.211953572,31.310759844
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r023,256,VIBLU,SUCCEEDED,eos,VIBLU,"[53, 3256, 23236, 151645]",True,314,4,33.522790238,31.297154735,4.920120681,28.60264986
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r032,16,WVRZR,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,38.183011452,34.026303444,4.705562762,33.477429745
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r027,256,UNTPW,SUCCEEDED,eos,water,"[12987, 151645]",False,314,2,38.235500186,38.180109959,4.701745467,33.533735884
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r033,64,CWZBA,SUCCEEDED,eos,CWZBA,"[66282, 57, 7064, 151645]",True,122,4,40.926741955,38.180048815,7.398989603,33.527741171
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r030,128,KDUJU,SUCCEEDED,eos,KDUJU,"[42, 21547, 41, 52, 151645]",True,187,5,40.993343882,38.180009672,7.462539998,33.530781042
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r036,16,HRUWP,SUCCEEDED,eos,HRUWP,"[17088, 52, 25674, 151645]",True,74,4,41.886821044,38.791751258,3.690391261,38.196414695
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r037,64,MTTYP,SUCCEEDED,eos,water,"[12987, 151645]",False,122,2,43.171889487,41.883704531,2.234980634,40.936890148
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r034,128,KBMXH,SUCCEEDED,eos,water,"[12987, 151645]",False,186,2,43.734078737,43.168194218,2.736312125,40.997750001
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r031,256,WQTBW,SUCCEEDED,eos,WQTBW,"[54, 48, 31160, 54, 151645]",True,315,5,43.734366672,40.923019456,5.494995331,38.239336356
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r041,64,FZENZ,SUCCEEDED,eos,water,"[12987, 151645]",False,123,2,47.904900869,44.591427645,4.722648991,43.182236048
legacy-comparison,attempt-e998bd9edfc24cdc9d9b114042c66bdd,4,0,baseline,r040,16,PJXLW,SUCCEEDED,eos,PJXLW,"[94235, 36530, 54, 151645]",True,74,4,47.973327437,43.730172536,6.07632594,41.896975769
