study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r013,0aada737b94b61a50d2ce5e3bab858207029d18f0710709a654d825a7dfbb191,reference-chain,DXYMZ,DXYMZ,True,SUCCEEDED,eos,115,4,0.777965291,CERTIFIED_SLICE,4,True,4,1000,608,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r014,9ffcd3e075bcf0ce362d76cf8cff0503cdfecd0e9676ade383d6b8514e539004,record-updates,DFGGB,DGALE,False,SUCCEEDED,eos,110,4,0.753111133,CERTIFIED_SLICE,3,True,3,782,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r015,dd49315fa523719615eead57434807bd33e0d4082c79d6ade13da0d6986d8d99,record-lookup,DHNHH,DHNHH,True,SUCCEEDED,eos,92,4,0.654993458,CERTIFIED_SLICE,1,True,1,913,913,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r016,852d8a8e4db92e9ada006dcbbc052bf85d37b0750e2248f4cc44e128fcca28a3,reference-chain,DFHMU,DFHMU,True,SUCCEEDED,eos,113,4,0.768389875,CERTIFIED_SLICE,4,True,4,521,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r017,f3fda7e460e7f63fe56322437de33b8aef02c0f6db1850547e7139c986e7c3eb,record-updates,DNFMK,DZMYZ,False,SUCCEEDED,eos,110,5,0.770850821,CERTIFIED_SLICE,3,True,3,913,565,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r018,2e9647810064f0168553896305e48e076b044fcf1610d85cfe01cf299b75a07e,record-lookup,DYCIJ,DQWCO,False,SUCCEEDED,eos,94,5,0.673219901,CERTIFIED_SLICE,1,True,1,173,173,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r019,3cfb09dffd4ca00d52d1f027426dd8ed826b504313f7cd8ba27894a91d91ce47,reference-chain,DFJME,DFJME,True,SUCCEEDED,eos,115,4,0.774938151,CERTIFIED_SLICE,4,True,4,739,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r020,4965b5bc45b3303fd2aa95ec3f1d073d98fe9f1357b3efb9f4fa835e4b1dded1,record-updates,DVDCU,DKRTI,False,SUCCEEDED,eos,110,4,0.744398691,CERTIFIED_SLICE,3,True,3,1000,434,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r021,e373e818dfdeac7d4d543b28eaf22752e068546255ce4b88d580aa4027c60560,record-lookup,DVOCC,DVOCC,True,SUCCEEDED,eos,92,4,0.637471515,CERTIFIED_SLICE,1,True,1,304,304,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r022,90ef7006ab4887fb7d8db37ae0b1b9a1e9569e4ae6041d4bf741aa82438f4725,reference-chain,DWBGL,DVWEV,False,SUCCEEDED,eos,117,4,0.787535478,CERTIFIED_SLICE,4,True,4,956,608,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r023,5047697ac24439e8bcd5033e69f035cd7d05d3a8a22be18bed6b37080907a6b2,record-updates,DEEDT,DCAAY,False,SUCCEEDED,eos,110,4,0.745551947,CERTIFIED_SLICE,3,True,3,1000,652,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r024,ce07d5d2b593d368a52895e00a4dffb5991d7184926889b083456452faa4af64,record-lookup,DRLQI,DFSMS,False,SUCCEEDED,eos,91,3,0.611607779,CERTIFIED_SLICE,1,True,1,782,782,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r025,9b42b9df6b809b8bc6adeebfef96f3a7f6a6a541e4aab2cb8a612d75d1203d64,reference-chain,DVWZJ,DGNAK DVWZJ,False,SUCCEEDED,eos,118,8,0.886515456,CERTIFIED_SLICE,4,True,4,826,43,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r026,50cb47d2d5d548e7a4080991db8eefae215c1ed26017197bf4684d34eb36fde6,record-updates,DCWNB,DKCGY,False,SUCCEEDED,eos,110,4,0.744343239,CERTIFIED_SLICE,3,True,3,913,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r027,01122f9cd3d0b608dad3b013561ace8610a69cec402b3afa9dbebfcb4f109d31,record-lookup,DFVST,DFVST,True,SUCCEEDED,eos,90,4,0.622306214,CERTIFIED_SLICE,1,True,1,652,652,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r028,94f79123f4cc0f1b9c087eb2a69eecdbd083cce49b18255d484f895a74d6fa28,reference-chain,DWLGQ,DMEBX DYSTA,False,SUCCEEDED,eos,115,7,0.846186542,CERTIFIED_SLICE,4,True,4,956,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r029,03413b095c2a004e476ce03358120a99cb044b0a2421d2dc6a30037922a53f1b,record-updates,DBVFX,DIYMZ,False,SUCCEEDED,eos,108,4,0.732720035,CERTIFIED_SLICE,3,True,3,1000,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r030,d93c0f9109baded1f39519358321edff015e4662ff916c233ff424a915c76b95,record-lookup,DSJYT,DERFP,False,SUCCEEDED,eos,90,3,0.600646246,CERTIFIED_SLICE,1,True,1,434,434,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-9717154965d04d8fbbd2a63f30db562e,1,candidate,r031,3a65b9acff85a22e0db953ab3c0cb2466a7065a508bf568b8774f6a0ccce09e1,reference-chain,DBZCC,DHUBH,False,SUCCEEDED,eos,113,4,0.766473992,CERTIFIED_SLICE,4,True,4,1000,130,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r000,d816e17852545175ae064d23cdfed98c755c0a154c83606be751c0a6d6f03915,record-lookup,DCXYD,DCXYD,True,SUCCEEDED,eos,92,4,0.645245651,CERTIFIED_SLICE,1,True,1,1000,1000,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r001,a9e1af87bed4d4e34220217e0b5e35d2cccefbd329bcbec83ee2c799248c6bd5,reference-chain,DFELB,DFELB,True,SUCCEEDED,eos,117,4,0.790927465,CERTIFIED_SLICE,4,True,4,782,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r002,256c2e494087e495822659ad153d3c99912989518ba4f70ebfde465607863e84,record-updates,DZEPS,DRFNP,False,SUCCEEDED,eos,104,4,0.711843805,CERTIFIED_SLICE,3,True,3,913,782,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r003,49046fcc1bcc0913043897dc6c8f17b4de3cfacb78235e94e4f137715b83df7c,record-lookup,DUFAG,DZJKG,False,SUCCEEDED,eos,94,5,0.670474526,CERTIFIED_SLICE,1,True,1,260,260,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r004,e9c7c67387a6fe9ca7ca53fe297e4f3a0f638a1bddc51e828aa5e23eb7420e99,reference-chain,DQWWM,DONYU,False,SUCCEEDED,eos,116,4,0.781318777,CERTIFIED_SLICE,4,True,4,956,0,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r005,1ad0ebe9b495fbafbb2beb64eb2a71eddbc12024996dc33b245dbeee2b59347a,record-updates,DYDMM,DASTG,False,SUCCEEDED,eos,108,4,0.731056601,CERTIFIED_SLICE,3,True,3,913,260,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r006,18d93dd3977f57fe596bbea02fdace33bfc6e8808bb8bf730866be6db350e5ff,record-lookup,DASQA,DASQA,True,SUCCEEDED,eos,92,4,0.63869502,CERTIFIED_SLICE,1,True,1,739,739,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r007,c98916711a454a6d94028e2fe10a0140c301d4be9adf4cbaf6ffef13bde62caa,reference-chain,DDMQU,DZFHF,False,SUCCEEDED,eos,115,4,0.776235685,CERTIFIED_SLICE,4,True,4,913,0,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r008,f384facf483b2069c0839113b30675ef0e5a9b4aea152bcd64a59c812cb0d536,record-updates,DNMEK,DXXRA,False,SUCCEEDED,eos,110,4,0.746141533,CERTIFIED_SLICE,3,True,3,869,565,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r009,e49fc24dd8feacdb026184d32207185cb7b0df7ab71b2fb3cbb06cf3c2d0e09f,record-lookup,DWKMP,DPKZE,False,SUCCEEDED,eos,92,4,0.637030695,CERTIFIED_SLICE,1,True,1,217,217,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r010,6f36d629201bba18ea08f2802dd5d1aa0de9f55143b105ab6858dda667d6da31,reference-chain,DSGIB,DSQID,False,SUCCEEDED,eos,115,4,0.772197455,CERTIFIED_SLICE,4,True,4,956,130,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r011,10a8ae1502d9d61c1ded864ac2ddd57add364550ddc8031984dad851a4ad18c7,record-updates,DEYHQ,DBQKA,False,SUCCEEDED,eos,110,4,0.743602872,CERTIFIED_SLICE,3,True,3,956,782,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r012,2dd756b5523fd3da1683eba01a558bf0f178fbefa468d7d1830ff1f7c3eb9046,record-lookup,DJALY,DDYEU,False,SUCCEEDED,eos,92,4,0.636354968,CERTIFIED_SLICE,1,True,1,869,869,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r013,0aada737b94b61a50d2ce5e3bab858207029d18f0710709a654d825a7dfbb191,reference-chain,DXYMZ,DXYMZ,True,SUCCEEDED,eos,115,4,0.776289975,CERTIFIED_SLICE,4,True,4,1000,608,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r014,9ffcd3e075bcf0ce362d76cf8cff0503cdfecd0e9676ade383d6b8514e539004,record-updates,DFGGB,DGALE,False,SUCCEEDED,eos,110,4,0.742847677,CERTIFIED_SLICE,3,True,3,782,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r015,dd49315fa523719615eead57434807bd33e0d4082c79d6ade13da0d6986d8d99,record-lookup,DHNHH,DHNHH,True,SUCCEEDED,eos,92,4,0.636687506,CERTIFIED_SLICE,1,True,1,913,913,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r016,852d8a8e4db92e9ada006dcbbc052bf85d37b0750e2248f4cc44e128fcca28a3,reference-chain,DFHMU,DFHMU,True,SUCCEEDED,eos,113,4,0.759978784,CERTIFIED_SLICE,4,True,4,521,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r017,f3fda7e460e7f63fe56322437de33b8aef02c0f6db1850547e7139c986e7c3eb,record-updates,DNFMK,DZMYZ,False,SUCCEEDED,eos,110,5,0.768962079,CERTIFIED_SLICE,3,True,3,913,565,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r018,2e9647810064f0168553896305e48e076b044fcf1610d85cfe01cf299b75a07e,record-lookup,DYCIJ,DQWCO,False,SUCCEEDED,eos,94,5,0.670720363,CERTIFIED_SLICE,1,True,1,173,173,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r019,3cfb09dffd4ca00d52d1f027426dd8ed826b504313f7cd8ba27894a91d91ce47,reference-chain,DFJME,DFJME,True,SUCCEEDED,eos,115,4,0.779380343,CERTIFIED_SLICE,4,True,4,739,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r020,4965b5bc45b3303fd2aa95ec3f1d073d98fe9f1357b3efb9f4fa835e4b1dded1,record-updates,DVDCU,DKRTI,False,SUCCEEDED,eos,110,4,0.74435472,CERTIFIED_SLICE,3,True,3,1000,434,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r021,e373e818dfdeac7d4d543b28eaf22752e068546255ce4b88d580aa4027c60560,record-lookup,DVOCC,DVOCC,True,SUCCEEDED,eos,92,4,0.639341502,CERTIFIED_SLICE,1,True,1,304,304,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r022,90ef7006ab4887fb7d8db37ae0b1b9a1e9569e4ae6041d4bf741aa82438f4725,reference-chain,DWBGL,DVWEV,False,SUCCEEDED,eos,117,4,0.783128442,CERTIFIED_SLICE,4,True,4,956,608,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r023,5047697ac24439e8bcd5033e69f035cd7d05d3a8a22be18bed6b37080907a6b2,record-updates,DEEDT,DCAAY,False,SUCCEEDED,eos,110,4,0.744267338,CERTIFIED_SLICE,3,True,3,1000,652,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r024,ce07d5d2b593d368a52895e00a4dffb5991d7184926889b083456452faa4af64,record-lookup,DRLQI,DFSMS,False,SUCCEEDED,eos,91,3,0.612295499,CERTIFIED_SLICE,1,True,1,782,782,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r025,9b42b9df6b809b8bc6adeebfef96f3a7f6a6a541e4aab2cb8a612d75d1203d64,reference-chain,DVWZJ,DGNAK DVWZJ,False,SUCCEEDED,eos,118,8,0.897513387,CERTIFIED_SLICE,4,True,4,826,43,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r026,50cb47d2d5d548e7a4080991db8eefae215c1ed26017197bf4684d34eb36fde6,record-updates,DCWNB,DKCGY,False,SUCCEEDED,eos,110,4,0.748069076,CERTIFIED_SLICE,3,True,3,913,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r027,01122f9cd3d0b608dad3b013561ace8610a69cec402b3afa9dbebfcb4f109d31,record-lookup,DFVST,DFVST,True,SUCCEEDED,eos,90,4,0.62115849,CERTIFIED_SLICE,1,True,1,652,652,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r028,94f79123f4cc0f1b9c087eb2a69eecdbd083cce49b18255d484f895a74d6fa28,reference-chain,DWLGQ,DMEBX DYSTA,False,SUCCEEDED,eos,115,7,0.848634905,CERTIFIED_SLICE,4,True,4,956,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r029,03413b095c2a004e476ce03358120a99cb044b0a2421d2dc6a30037922a53f1b,record-updates,DBVFX,DIYMZ,False,SUCCEEDED,eos,108,4,0.733558404,CERTIFIED_SLICE,3,True,3,1000,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r030,d93c0f9109baded1f39519358321edff015e4662ff916c233ff424a915c76b95,record-lookup,DSJYT,DERFP,False,SUCCEEDED,eos,90,3,0.600503942,CERTIFIED_SLICE,1,True,1,434,434,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-c76e2d12d0c642bb8691e21922a37d79,0,candidate,r031,3a65b9acff85a22e0db953ab3c0cb2466a7065a508bf568b8774f6a0ccce09e1,reference-chain,DBZCC,DHUBH,False,SUCCEEDED,eos,113,4,0.762256049,CERTIFIED_SLICE,4,True,4,1000,130,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r000,d816e17852545175ae064d23cdfed98c755c0a154c83606be751c0a6d6f03915,record-lookup,DCXYD,DDXYD,False,SUCCEEDED,eos,273,4,1.7184306,IDENTITY,,True,1,1000,1000,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r001,a9e1af87bed4d4e34220217e0b5e35d2cccefbd329bcbec83ee2c799248c6bd5,reference-chain,DFELB,DTORQ,False,SUCCEEDED,eos,283,4,1.774147128,IDENTITY,,True,4,782,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r002,256c2e494087e495822659ad153d3c99912989518ba4f70ebfde465607863e84,record-updates,DZEPS,DQKEA,False,SUCCEEDED,eos,272,5,1.745476894,IDENTITY,,True,3,913,782,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r003,49046fcc1bcc0913043897dc6c8f17b4de3cfacb78235e94e4f137715b83df7c,record-lookup,DUFAG,DUFAG,True,SUCCEEDED,eos,282,4,1.769168109,IDENTITY,,True,1,260,260,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r004,e9c7c67387a6fe9ca7ca53fe297e4f3a0f638a1bddc51e828aa5e23eb7420e99,reference-chain,DQWWM,DGYCL,False,SUCCEEDED,eos,281,4,1.761964343,IDENTITY,,True,4,956,0,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r005,1ad0ebe9b495fbafbb2beb64eb2a71eddbc12024996dc33b245dbeee2b59347a,record-updates,DYDMM,DASTG,False,SUCCEEDED,eos,274,4,1.724920939,IDENTITY,,True,3,913,260,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r006,18d93dd3977f57fe596bbea02fdace33bfc6e8808bb8bf730866be6db350e5ff,record-lookup,DASQA,DASQA,True,SUCCEEDED,eos,277,4,1.742208586,IDENTITY,,True,1,739,739,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r007,c98916711a454a6d94028e2fe10a0140c301d4be9adf4cbaf6ffef13bde62caa,reference-chain,DDMQU,DZFHF,False,SUCCEEDED,eos,269,4,1.690377203,IDENTITY,,True,4,913,0,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r008,f384facf483b2069c0839113b30675ef0e5a9b4aea152bcd64a59c812cb0d536,record-updates,DNMEK,DXXRA,False,SUCCEEDED,eos,281,4,1.764767055,IDENTITY,,True,3,869,565,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r009,e49fc24dd8feacdb026184d32207185cb7b0df7ab71b2fb3cbb06cf3c2d0e09f,record-lookup,DWKMP,DZSAY,False,SUCCEEDED,eos,280,5,1.783843429,IDENTITY,,True,1,217,217,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r010,6f36d629201bba18ea08f2802dd5d1aa0de9f55143b105ab6858dda667d6da31,reference-chain,DSGIB,DUXCP,False,SUCCEEDED,eos,273,4,1.734911828,IDENTITY,,True,4,956,130,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r011,10a8ae1502d9d61c1ded864ac2ddd57add364550ddc8031984dad851a4ad18c7,record-updates,DEYHQ,DCAOV,False,SUCCEEDED,eos,278,4,1.75916593,IDENTITY,,True,3,956,782,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r012,2dd756b5523fd3da1683eba01a558bf0f178fbefa468d7d1830ff1f7c3eb9046,record-lookup,DJALY,DDYEU,False,SUCCEEDED,eos,279,4,1.753107093,IDENTITY,,True,1,869,869,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r013,0aada737b94b61a50d2ce5e3bab858207029d18f0710709a654d825a7dfbb191,reference-chain,DXYMZ,DMBFX,False,SUCCEEDED,eos,279,4,1.758593856,IDENTITY,,True,4,1000,608,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r014,9ffcd3e075bcf0ce362d76cf8cff0503cdfecd0e9676ade383d6b8514e539004,record-updates,DFGGB,DGALE,False,SUCCEEDED,eos,282,4,1.769054609,IDENTITY,,True,3,782,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r015,dd49315fa523719615eead57434807bd33e0d4082c79d6ade13da0d6986d8d99,record-lookup,DHNHH,DUVSP,False,SUCCEEDED,eos,278,4,1.745698747,IDENTITY,,True,1,913,913,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r016,852d8a8e4db92e9ada006dcbbc052bf85d37b0750e2248f4cc44e128fcca28a3,reference-chain,DFHMU,DKGUY,False,SUCCEEDED,eos,275,4,1.732618273,IDENTITY,,True,4,521,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r017,f3fda7e460e7f63fe56322437de33b8aef02c0f6db1850547e7139c986e7c3eb,record-updates,DNFMK,DZMYZ,False,SUCCEEDED,eos,281,5,1.786490852,IDENTITY,,True,3,913,565,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r018,2e9647810064f0168553896305e48e076b044fcf1610d85cfe01cf299b75a07e,record-lookup,DYCIJ,DQWCO,False,SUCCEEDED,eos,288,5,1.825946532,IDENTITY,,True,1,173,173,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r019,3cfb09dffd4ca00d52d1f027426dd8ed826b504313f7cd8ba27894a91d91ce47,reference-chain,DFJME,DCCXQ,False,SUCCEEDED,eos,275,5,1.751472764,IDENTITY,,True,4,739,86,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r020,4965b5bc45b3303fd2aa95ec3f1d073d98fe9f1357b3efb9f4fa835e4b1dded1,record-updates,DVDCU,DZEHV,False,SUCCEEDED,eos,283,5,1.798239529,IDENTITY,,True,3,1000,434,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r021,e373e818dfdeac7d4d543b28eaf22752e068546255ce4b88d580aa4027c60560,record-lookup,DVOCC,DVOCC,True,SUCCEEDED,eos,280,4,1.755277449,IDENTITY,,True,1,304,304,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r022,90ef7006ab4887fb7d8db37ae0b1b9a1e9569e4ae6041d4bf741aa82438f4725,reference-chain,DWBGL,DZDSB,False,SUCCEEDED,eos,276,5,1.75739181,IDENTITY,,True,4,956,608,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r023,5047697ac24439e8bcd5033e69f035cd7d05d3a8a22be18bed6b37080907a6b2,record-updates,DEEDT,DCAAY,False,SUCCEEDED,eos,277,4,1.741761035,IDENTITY,,True,3,1000,652,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r024,ce07d5d2b593d368a52895e00a4dffb5991d7184926889b083456452faa4af64,record-lookup,DRLQI,DRLQI,True,SUCCEEDED,eos,272,5,1.735555405,IDENTITY,,True,1,782,782,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r025,9b42b9df6b809b8bc6adeebfef96f3a7f6a6a541e4aab2cb8a612d75d1203d64,reference-chain,DVWZJ,DGNAK,False,SUCCEEDED,eos,274,4,1.721271432,IDENTITY,,True,4,826,43,0,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r026,50cb47d2d5d548e7a4080991db8eefae215c1ed26017197bf4684d34eb36fde6,record-updates,DCWNB,DKCGY,False,SUCCEEDED,eos,282,4,1.769810493,IDENTITY,,True,3,913,608,3,24
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,attempt-f3d0adc912c241b98259bed9239e74d2,1,baseline,r027,01122f9cd3d0b608dad3b013561ace8610a69cec402b3afa9dbebfcb4f109d31,record-lookup,DFVST,DUXQO,False,SUCCEEDED,eos,276,5,1.757872384,IDENTITY,,True,1,652,652,0,24
