study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,end_to_end_s,ttft_s,slo_qualified,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r094,d147acc843cc3bdb8df872529125505b95ef8a33c81146dfa2d8be6c48880415,reference-chain,CGGXK,CFFCX,False,SUCCEEDED,eos,272,4,198.942467444,198.887795204,False,1.713017754,IDENTITY,,True,4,695,260,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r095,e464a9289a248299c594d31fdcef95e5537d79f592b6c6132d17cee4abf6d43b,record-updates,CVIBX,CXXPO,False,SUCCEEDED,eos,281,4,201.010879543,200.956404498,False,1.762177054,IDENTITY,,True,3,826,565,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r096,c51f8d06a4d63e5866ea3097736463fafc2e5176fd30582cd313d7590975a69a,record-lookup,CWBAK,CYWSF,False,SUCCEEDED,eos,277,4,203.039919917,202.967120475,False,1.766745241,IDENTITY,,True,1,217,217,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r097,35e4c046667af042d17e17f7d54d551ca736f62d584dc32dbf4f184620178359,reference-chain,CPDEP,CIIKA,False,SUCCEEDED,eos,274,4,206.031693929,205.966744192,False,1.724205933,IDENTITY,,True,4,869,521,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r098,42f77de458cbb941f519f6d4a5b3eedc96ab5d8c8c73ec1ef7da7eafa065f522,record-updates,CDUXW,CNXUJ,False,SUCCEEDED,eos,274,5,208.092026193,208.005704307,False,1.762366454,IDENTITY,,True,3,913,304,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r099,369559020805313791f1c42fe6f2445f954cefa0f2e839ce4f63c25b1a9bdd29,record-lookup,CEWRK,CJQUT,False,SUCCEEDED,eos,275,5,210.092269864,210.005760239,False,1.754446319,IDENTITY,,True,1,826,826,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r100,3106d77f69db6ada31caf7fd09f7aea7ca5dca28e6922f277875e788927a7e34,reference-chain,CLQLJ,CGCUS,False,SUCCEEDED,eos,271,3,212.04056327,212.00805504,False,1.685672718,IDENTITY,,True,4,956,0,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r101,36bf3d4b5a61aa737079474fbdc3ce7243ac48c7e9276f41597fe2c754d12a3c,record-updates,CSNLU,CGORL,False,SUCCEEDED,eos,277,4,214.116561913,214.063044588,False,1.74159945,IDENTITY,,True,3,913,478,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r102,b06ad56a32e7bb1d7f6ea6c60080789312e35ac6444c495dc8ec0167898b2f2a,record-lookup,CPJER,CMVJQ,False,SUCCEEDED,eos,271,5,216.121155445,216.032015062,False,1.732006185,IDENTITY,,True,1,826,826,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r103,72d7bff6f1d9acb2d7e5a4c792765c47eaf51eced876a8a9572f82acccb4666a,reference-chain,CAINN,CWMQO,False,SUCCEEDED,eos,266,5,218.170974386,218.060255851,False,1.760762795,IDENTITY,,True,4,826,173,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r104,caaa6d7f2aef1f2bbf095b523b89e6ae6a7c5205597f804b82b74fda02c9e757,record-updates,CXCKO,CMBLF,False,SUCCEEDED,eos,272,4,221.16185624,221.097908155,False,1.724617116,IDENTITY,,True,3,826,434,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r105,965b450996ffac12f313290701f493d46ffc79687c8ec2d17fba13afc7f9ab28,record-lookup,CTRAY,CVAHK,False,SUCCEEDED,eos,279,4,223.224115235,223.160068526,False,1.758069561,IDENTITY,,True,1,565,565,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r106,00c3280345652a7b4060df99c664d1bfce67e497cd93ebb7a6c75fae36c9b5d3,reference-chain,CCOJR,CWBXH,False,SUCCEEDED,eos,275,4,225.338521619,225.292816509,False,1.852189175,IDENTITY,,True,4,826,347,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r107,7652e81796381f46352e12084fd51db507ece1dbf8d0d4db8ca707d043e2d2eb,record-updates,CPYUH,CBADV,False,SUCCEEDED,eos,277,3,228.249895067,228.219314418,False,1.722636757,IDENTITY,,True,3,956,739,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r108,ad16cb8e0d5ba2a97b56ca32ddc6ea67958e6ebe2ebe4a801a40e960196d394e,record-lookup,CRBCW,CIIUN,False,SUCCEEDED,eos,272,4,230.256590995,230.201418685,False,1.713700162,IDENTITY,,True,1,391,391,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r109,9c6ab3fe12ebf5d44655801b0908c7c09a817f945b9c9519b341ac42de655688,reference-chain,CHVJG,CCJWG,False,SUCCEEDED,eos,271,4,232.278699921,232.221209424,False,1.708980103,IDENTITY,,True,4,347,86,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r110,3352f0ca821dc2255d031ec19420a38bf8f528c302abc494924a96dde2779a95,record-updates,CLBSF,CVOYQ,False,SUCCEEDED,eos,280,5,234.369894137,234.283815653,False,1.784675454,IDENTITY,,True,3,1000,695,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r111,43b1c003dde7f3930ee6458d91e643904ee59c3f329432944a077287f2b2377a,record-lookup,CLGAT,CLGAT,True,SUCCEEDED,eos,275,4,237.344919651,237.292154884,False,1.727499773,IDENTITY,,True,1,565,565,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r112,ece1faeca49fa5e3732e2b639c069cf17fc9c9eec33dfd5ed46d71abb6e0f24b,reference-chain,CECUE,CFAFG,False,SUCCEEDED,eos,273,4,239.357739297,239.304126394,False,1.722674186,IDENTITY,,True,4,869,304,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r113,a6e9911f1b607dd918d1f8b5416e7ce877f99eac6b6c3eb40afb7e2266e02b96,record-updates,CGVNY,CAYIW,False,SUCCEEDED,eos,281,4,241.421140664,241.351155522,False,1.763860891,IDENTITY,,True,3,956,565,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r114,60d5738a45f5d9eb37a7e934736d934236a4f208a4ee1f7c3821311919fe90c1,record-lookup,COURV,CNGGX,False,SUCCEEDED,eos,277,4,243.421423547,243.352132024,False,1.740429385,IDENTITY,,True,1,913,913,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r115,585e172e5d8ea09da730ed1d523059c51216085a972ee7e8c3f08e6199193382,reference-chain,CRPGU,CYKSU,False,SUCCEEDED,eos,272,4,245.424221132,245.359851624,False,1.726501066,IDENTITY,,True,4,1000,130,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r116,f28cf2efd69a3845f69bf9d09d7b6003288b5a2f4c826e87ebd0de9382feb7e7,record-updates,CGVNI,CQGXP,False,SUCCEEDED,eos,287,5,247.55386097,247.464050853,False,1.830796147,IDENTITY,,True,3,652,565,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r117,121944e06eb1eb994f2bd39e4e8f7b41e358fe597f6b4fc12fb7676fa9f95110,record-lookup,CHDTM,CYSDE,False,SUCCEEDED,eos,272,4,249.456739717,249.402294067,False,1.711777621,IDENTITY,,True,1,478,478,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r118,0a38ed41398f8a9f4fad2fe98157edb4acc9d8f42cdaee0e9c5b9776a7c23036,reference-chain,CWQHL,CDOJR,False,SUCCEEDED,eos,279,4,251.518644674,251.46503088,False,1.752739899,IDENTITY,,True,4,1000,173,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r119,eb710389263ceb0f3ddcbfa699691f579154c26a89f81780428abb7ca5e96a83,record-updates,CTGJV,CAINI,False,SUCCEEDED,eos,278,4,253.540068346,253.473460549,False,1.746942306,IDENTITY,,True,3,782,347,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r120,c583e163e62cd514f70d6da721e5a2f02d408d478cac7e295e1e51cd762fce1d,record-lookup,CAFMK,CAFMK,True,SUCCEEDED,eos,277,4,255.558357415,255.501888946,False,1.739933444,IDENTITY,,True,1,608,608,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r121,4debb356c33ea9394811a91d8d07bb8e70d0ec179c38d6125ce0b58090c62ab1,reference-chain,CWVGV,CCZXA,False,SUCCEEDED,eos,273,4,257.570981518,257.508106095,False,1.726090925,IDENTITY,,True,4,826,86,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r122,0c519d9d174a5dda9bed427ff30c7c90bae096dd2609a0d798d952d11eef2f6d,record-updates,CGRMH,CAXJT,False,SUCCEEDED,eos,270,4,259.577600904,259.515729457,False,1.711082309,IDENTITY,,True,3,1000,695,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r123,09b22f4ff052213791817adbd666e1168e6f84058da1ac5fab9d0539108dd03b,record-lookup,COOXZ,COOXZ,True,SUCCEEDED,eos,276,4,262.695734382,262.642010002,False,1.738194914,IDENTITY,,True,1,652,652,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r124,bb4ad719964b90eba72e67d0a9ddf65c3d461b6bce8e4d63f3494b6912bc7a1d,reference-chain,CWVFB,CFAKP,False,SUCCEEDED,eos,278,4,264.725191951,264.671168986,False,1.747483783,IDENTITY,,True,4,826,0,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r125,02d25042ff0d1e587d50174d6dc4920b5d7c21bbb24a3f2ac44770d3d48938cb,record-updates,CULVQ,CMTRF,False,SUCCEEDED,eos,278,4,266.767369534,266.714426145,False,1.770866618,IDENTITY,,True,3,1000,913,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r126,fb719897320c9f804285f0ebbfaf98147d8400f7158a5e61fb8d0bfd9c08b2f5,record-lookup,CNHFK,CJOGJ,False,SUCCEEDED,eos,276,5,268.763241091,268.682197001,False,1.770881185,IDENTITY,,True,1,0,0,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-b4155f19ca25470ea05814baab7cca7a,1,candidate,r127,52c1353f145ad26ec1fa76f32d162943ed08691beeea79a9591f67026ea54395,reference-chain,CMEDS,CCOSL,False,SUCCEEDED,eos,283,4,270.783824362,270.725891603,False,1.780646358,IDENTITY,,True,4,913,43,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r000,686c72b932d068ffca86f46b70fb984455c0bea324faf3926ca3966b3f98cafb,record-lookup,CFPTC,CFPTC,True,SUCCEEDED,eos,273,4,2.682500108,2.629476994,True,1.720980086,IDENTITY,,True,1,217,217,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r001,e447aacf1a467be33fcab6062dae2ef94c132ff36e7ad092b177860d62938b81,reference-chain,CETTV,CFIGJ,False,SUCCEEDED,eos,267,4,4.705836927,4.6527909,False,1.683027125,IDENTITY,,True,4,1000,43,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r002,ef33eb224e0fe9df114cec59498d01e4e629cd1699349b5c90e321d66013ade1,record-updates,CZMLN,CDYQA,False,SUCCEEDED,eos,274,4,6.76586853,6.712819978,False,1.72616444,IDENTITY,,True,3,695,565,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r003,8028bc5c9fd984107d9390362c049f3d5960fdf022db4500944aeb95dc95278f,record-lookup,CAMYD,COKSW,False,SUCCEEDED,eos,273,4,8.779725714,8.736736424,False,1.720722869,IDENTITY,,True,1,0,0,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r004,75af142bd4044d73c2fa3b4f75f2dfbc8ab2e53b62ef45ac0758d3b539772fd5,reference-chain,CHUKX,CPRWQ,False,SUCCEEDED,eos,268,5,10.793870833,10.714794979,False,1.723541146,IDENTITY,,True,4,1000,173,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r005,42eaccdba95e8ada6dcbdbeb14edfbc4e8578fb4db24bf43cdd425951e58d53b,record-updates,CAHTG,CIZBI,False,SUCCEEDED,eos,274,4,13.813318277,13.755648539,False,1.725589882,IDENTITY,,True,3,913,434,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r006,c6c1c589317c98d9354760566ee25fbdd90eea8c303beeb0ca0c7904e9898749,record-lookup,CVNPU,CQIID,False,SUCCEEDED,eos,273,4,15.828284542,15.766686695,False,1.724094814,IDENTITY,,True,1,913,913,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r007,cc2d78cda675913a76f55a5fa0f3bc210380386abca9178c4462309182c6c2ab,reference-chain,COJSY,CIVRW,False,SUCCEEDED,eos,278,4,18.000714307,17.921146388,False,1.87152475,IDENTITY,,True,4,739,130,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r008,5c0d63a91e80d624c7ecc252332474f35332d6c3cbe0573ec1619b12bd06b44c,record-updates,CMXFL,CVEYI,False,SUCCEEDED,eos,273,4,21.047292805,20.98265566,False,1.780154812,IDENTITY,,True,3,956,652,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r009,55a6df82dde3961f81759835bfae276523c931862a02ca1cfd1b46aa90880e31,record-lookup,CGMSA,CGMSA,True,SUCCEEDED,eos,269,4,24.056753753,24.003841334,False,1.702233143,IDENTITY,,True,1,347,347,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r010,f7d21727b7a1ac551503ada1a70cc47e01dad9114e80fafbd42df78ecf185536,reference-chain,CGOGG,CNYXS,False,SUCCEEDED,eos,274,4,26.108766205,26.054939788,False,1.738862455,IDENTITY,,True,4,869,347,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r011,f9414714a0a882e5f3bbfe0c1ec4d85b46236cd47a633c1d0361c286b5e5a23a,record-updates,CZJJY,CMMZE,False,SUCCEEDED,eos,281,4,29.163128626,29.107739776,False,1.764858018,IDENTITY,,True,3,739,434,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r012,2edb8a41bcf8186ec7813d757a2e9e08f48be987ddac039aa3ba4d7438eaab8a,record-lookup,CIZPI,CIZPI,True,SUCCEEDED,eos,275,4,31.14791367,31.093748173,False,1.731311954,IDENTITY,,True,1,782,782,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r013,02cc4ead1092158e5dea302588bc1913f6ee72ff0d46f8802b197d8bc79b4119,reference-chain,CWLUU,CGBPB,False,SUCCEEDED,eos,276,4,33.17214987,33.112028857,False,1.738946841,IDENTITY,,True,4,1000,86,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r014,86d994442cd518ba4b595516672ac17284cd91a731ff6f038a548d9201c35b43,record-updates,CLOFZ,CQBZH,False,SUCCEEDED,eos,277,4,35.196092645,35.138744123,False,1.743670429,IDENTITY,,True,3,1000,826,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r015,fc38937ebe81b2f3569df638272c23b5c5f5efc3ef7c149f27347daaab82dc62,record-lookup,CJUIY,CJUIY,True,SUCCEEDED,eos,276,5,37.22491673,37.146636965,False,1.761814493,IDENTITY,,True,1,1000,1000,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r016,67770b79fd9b58db7bb98122a15e0695bd255ff4ce43d376d481c9009a79ec7e,reference-chain,CQJBU,CEPZD,False,SUCCEEDED,eos,275,5,39.238336381,39.158866845,False,1.756251406,IDENTITY,,True,4,739,86,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r017,7c99aac5102a36a7e7de18b20576ee4c00f0b82e2835de1685c475fea622cbf3,record-updates,CPHYC,CQHIX,False,SUCCEEDED,eos,273,5,41.252143532,41.171667867,False,1.750801179,IDENTITY,,True,3,956,304,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r018,ccf7f0a9ff347a8a7f1d646b566ce537f2755d19a735e6473bc6a9122368dcfe,record-lookup,CKXBG,CDVGV,False,SUCCEEDED,eos,275,4,43.245929631,43.176947382,False,1.73410237,IDENTITY,,True,1,826,826,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r019,7bacad1701a17513921699b3322053c7ce5cc1153275fdc500407427e8bbb128,reference-chain,CKTCJ,CXPTR,False,SUCCEEDED,eos,261,4,45.185224077,45.136506052,False,1.653598312,IDENTITY,,True,4,695,0,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r020,a61a524c4c3396928f3f2212ab60fe54696475d31e37554ec287871e7f6d4bcb,record-updates,CZXUB,CVFOW CGCMQ,False,SUCCEEDED,eos,277,7,47.380311322,47.248912845,False,1.832826242,IDENTITY,,True,3,826,695,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r021,30c6795bfe78a6eaac39778bbe11ef76e45f0a06bd8def14a4975bacdf635865,record-lookup,CLVBY,CLVBY,True,SUCCEEDED,eos,281,4,49.353828269,49.293598503,False,1.774506226,IDENTITY,,True,1,260,260,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r022,f215ca4752bd112957deecde05cffa838e5af50f6f97849a4d3b3c03534d1ff8,reference-chain,CIFXN,CQMYM,False,SUCCEEDED,eos,272,5,51.342880101,51.262703912,False,1.756431871,IDENTITY,,True,4,869,0,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r023,356ec08fa37f1ce9cbe1b9ddd190ad0d27ed7e8a5512eb0cc98cf01ff068fc31,record-updates,CPFSA,CQZSD,False,SUCCEEDED,eos,276,5,53.383973804,53.305616796,False,1.773442108,IDENTITY,,True,3,956,695,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r024,bd154d063aedd6e9d579b9ce5ad2f405e0a9a2a8f92cf6e763b16adfa79b3ef5,record-lookup,CGFQR,CUEUC,False,SUCCEEDED,eos,277,4,55.383907346,55.329773518,False,1.754357727,IDENTITY,,True,1,217,217,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r025,b6114a499486681f91910e91a0a27f692fdfdb47a060babbee309e8e97529c7e,reference-chain,CCHUC,CCYIW,False,SUCCEEDED,eos,275,4,57.394711578,57.336454698,False,1.742757643,IDENTITY,,True,4,913,86,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r026,2ee8924f824dab005c80044f28263e99b9e3be3c2d5d56cd8861c551b1d4c9f8,record-updates,CYUPF,CIOZJ,False,SUCCEEDED,eos,288,5,59.516913923,59.434683166,False,1.844474607,IDENTITY,,True,3,1000,608,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r027,b1d268ab05e808756962a64354bf35b83fcee5490d9abcc1203df381dd873c80,record-lookup,CVAQF,CVAQF,True,SUCCEEDED,eos,273,5,61.450244747,61.370514177,False,1.756703576,IDENTITY,,True,1,347,347,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r028,5b1f7fc349b6ed5a4419a062800486aad7af592c28065b162763a9ea01d36a09,reference-chain,CRUVG,CAXEG,False,SUCCEEDED,eos,273,4,63.452006657,63.393491157,False,1.729339279,IDENTITY,,True,4,739,347,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r029,d8f7112ed7a2e63da6ce3659cdf8b883785956a2ed27c60e70e05422c4d3b214,record-updates,CQAGE,CQAGE,True,SUCCEEDED,eos,279,4,65.51538059,65.465387115,False,1.772723693,IDENTITY,,True,3,608,347,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r030,695a3a5fb06b1388662a21189abc88c6c674058178cf96553a3ee92f8a6db40b,record-lookup,CEILG,CNYHA,False,SUCCEEDED,eos,274,4,68.505523302,68.443271569,False,1.726223019,IDENTITY,,True,1,565,565,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r031,340e99595f5135ae494c57e190b6b543e37fe2336302e7f3f506628f480d047f,reference-chain,CTPTF,CWDRW,False,SUCCEEDED,eos,275,4,70.522397061,70.459411405,False,1.738755255,IDENTITY,,True,4,782,347,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r032,40115334773ed43683892621c305b481eb498a3b5dc599a493f8ad2df633f990,record-updates,CCYHH,CQCXP,False,SUCCEEDED,eos,271,4,72.52956167,72.473255104,False,1.712400124,IDENTITY,,True,3,956,391,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r033,e85e59061c66ea3a7a59b3f41a2e79ba45884a3195c694e259e5903d48186d15,record-lookup,CQPNL,CQPNL,True,SUCCEEDED,eos,277,5,74.600676968,74.512478352,False,1.77651023,IDENTITY,,True,1,434,434,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r034,ff9293477b232b0fa8297689b1551601c03e21323691711738f23c8ad4e3084f,reference-chain,CULKS,CULKS,True,SUCCEEDED,eos,277,4,77.606712231,77.545144259,False,1.742039158,IDENTITY,,True,4,652,173,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r035,8e2e07cc1e35bf0f6c96c66ec12e41b76ceb0d2f69b82ee013237700eddf85b9,record-updates,CGPPG,CCHLP,False,SUCCEEDED,eos,277,4,79.613377912,79.554919478,False,1.750626524,IDENTITY,,True,3,869,695,3,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r036,f8b4cc6f4170877f69d3c8144aaf84dce989f9abb6b327e7e8c25c32a87b6c56,record-lookup,CWDTF,CJJWC,False,SUCCEEDED,eos,277,5,81.665719996,81.583709689,False,1.778785848,IDENTITY,,True,1,782,782,0,24
negative-confirm-learned-study04,MEASUREMENT,learned-gated-slice-v1,attempt-e0a653d1b6f94c19b4ddc4eae6e8eabe,0,candidate,r037,6faca3132432682a75bf9395f8cb9ce0b952e775dae8e78732be9c84ad949a4a,reference-chain,CVITB,CBAUG,False,SUCCEEDED,eos,273,4,83.634875569,83.572488354,False,1.724601687,IDENTITY,,True,4,608,43,0,24
